ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	celltype
DESCARTES_MAIN_FETAL_PAEP_MECOM_POSITIVE_CELLS	38	-0.229878762238558	-0.499212305887848	0.93015873015873	0.95142607635399	0.60045753770827	1822	tags=34%, list=25%, signal=26%	NK T cells
DESCARTES_FETAL_STOMACH_ERYTHROBLASTS	27	0.221243913383807	0.60227031851084	0.943877551020408	0.960884353741497	0.606426781238811	1661	tags=30%, list=23%, signal=23%	NK T cells
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	19	-0.210101543387136	-0.439463731109796	0.964285714285714	0.979454253611557	0.618146489820056	1971	tags=37%, list=27%, signal=27%	NK T cells
DESCARTES_MAIN_FETAL_ERYTHROBLASTS	98	-0.210839236503371	-0.511316245383764	0.972714870395634	0.983595349930261	0.620759990291339	73	tags=16%, list=1%, signal=16%	NK T cells
MANNO_MIDBRAIN_NEUROTYPES_HDA2	95	-0.21057882385526	-0.508283028627262	0.971153846153846	0.983595349930261	0.620759990291339	1766	tags=27%, list=24%, signal=21%	NK T cells
CUI_DEVELOPING_HEART_C1_5TH_WEEK_CARDIAC_CELLS	19	0.192188567282128	0.491032945351151	0.983091787439614	0.99186939268461	0.62598184773528	503	tags=11%, list=7%, signal=10%	NK T cells
DESCARTES_MAIN_FETAL_PARIETAL_AND_CHIEF_CELLS	37	-0.180524565413538	-0.389834504092795	0.987096774193548	0.993692075580142	0.627132166935767	2617	tags=46%, list=36%, signal=30%	NK T cells
DESCARTES_MAIN_FETAL_TROPHOBLAST_GIANT_CELLS	29	-0.18637533502578	-0.404933376815333	0.99185667752443	0.996264929424539	0.628755928910223	1618	tags=28%, list=22%, signal=22%	NK T cells
CUI_DEVELOPING_HEART_TRABECULAR_VENTRICULAR_CARDIOMYOCYTE	42	-0.17904181422911	-0.387283620317391	0.995207667731629	0.997414336617952	0.629481334940533	2050	tags=33%, list=28%, signal=24%	NK T cells
DESCARTES_FETAL_LUNG_CSH1_CSH2_POSITIVE_CELLS	71	-0.142478567121084	-0.332807544300749	1	1	0.631113181183046	1692	tags=31%, list=23%, signal=24%	NK T cells
HAY_BONE_MARROW_NK_CELLS	362	0.998770925467778	2.84233866137486	0.0536123594382448	0.490430267062315	0.470716851475871	3	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
HU_FETAL_RETINA_MICROGLIA	350	0.999012789028877	2.82733621534075	0.0568543131206131	0.490430267062315	0.470716851475871	1	tags=0%, list=0%, signal=0%	CD56 Bright NK cells
DESCARTES_FETAL_CEREBELLUM_MICROGLIA	444	0.999540135860531	2.82597964465846	0.0499135617467737	0.490430267062315	0.470716851475871	1	tags=0%, list=0%, signal=0%	CD56 Bright NK cells
